"id","Antenna...Dish","Type","Applicant","Location","SBL.","Issued","Year","Valuation","Fee.Amount","Location2","lon","lat","Tract"
1739,"06190","Sign","Genesee Armory LLC","1055 Genesee St E To Fayette S","048.-05-03.1","05/02/2012",2012,3000,110,NA,NA,NA,NA
1740,"PC-0243-15","Liability Waiver","Wayne Burgess Masonry","1055 Genesee St E To Fayette S","048.-05-03.1","06/12/2015",2015,0,50,NA,NA,NA,NA
1741,"PC-0258-12","Curb Cut","Swanson Fayette Assoc Llc","1055 Genesee St E To Fayette S","048.-05-03.1","07/20/2012",2012,0,0,NA,NA,NA,NA
1742,"PC-0259-12","Road Cut","Genesee Armory LLC","1055 Genesee St E To Fayette S","048.-05-03.1","07/19/2012",2012,0,0,NA,NA,NA,NA
1743,"PC-0593-12","Curb Cut","South Crouse Commons","313-23 Crouse Ave S","048.-05-06.0","11/28/2012",2012,0,0,NA,NA,NA,NA
1744,"PC-0594-12","Road Cut","Rich & Gardner Construction Co.","313-23 Crouse Ave S","048.-05-06.0","06/14/2013",2013,0,0,NA,NA,NA,NA
1745,"PC-0190-14","Sidewalk Replace","Masonry Restoration and Hardscape 
Designs","1111 Genesee St E","048.-06-13.0","05/20/2014",2014,0,0,NA,NA,NA,NA
1746,"11231","Sign","Zina Berry","1101-03 Genesee St E & University","048.-06-17.0","05/23/2013",2013,16036,320,NA,NA,NA,NA
1747,"PC-0392-12","Sidewalk Replace","Pat Shaw","101-03 Ashworth Pl & University","048.-07-23.0","07/26/2012",2012,0,0,NA,NA,NA,NA
1748,"PC-0621-14","Sidewalk Replace","R F Esposito Inc.","1219-21 Genesee St E","048.-09-14.0","11/03/2014",2014,0,0,NA,NA,NA,NA
1749,"10440","Site Work","Studious Apartments LLC","1200-24 Genesee St E & Walnut Ave","048.-10-01.0","11/06/2013",2013,180000,2900,NA,NA,NA,NA
1750,"PC-0456-13","Sidewalk Replace","Ruston Paving Co Inc","1200-24 Genesee St E & Walnut Ave","048.-10-01.0","08/27/2013",2013,0,0,NA,NA,NA,NA
1751,"PC-0491-12","Road Cut","Courcy Enterprises Inc","116 Comstock Ave & Madison St","048.-10-06.1","10/31/2012",2012,0,0,NA,NA,NA,NA
1752,"PC-0530-12","Sidewalk Replace","Ocomstock Co LLC","116 Comstock Ave & Madison St","048.-10-06.1","09/26/2012",2012,0,0,NA,NA,NA,NA
1753,"PC-0532-12","Curb Cut","Ocomstock Co LLC","116 Comstock Ave & Madison St","048.-10-06.1","12/18/2012",2012,0,0,NA,NA,NA,NA
1754,"PC-0535-12","Road Cut","SJ Thomas Co., Inc","116 Comstock Ave & Madison St","048.-10-06.1","11/16/2012",2012,0,0,NA,NA,NA,NA
1755,"24609","Site Work","Granger Construction Co. INC.","1029-37 Madison St","048.-10-07.1","09/27/2016",2016,3e+05,4790.25,NA,NA,NA,NA
1756,"PC-0528-16","Sidewalk Replace","Juanita Preaster DBA","517 Walnut Ave","048.-10-12.0","07/13/2016",2016,0,25,NA,NA,NA,NA
1757,"PC-0859-16","Sidewalk Replace","New Stylz Custom Concrete Contractors","513 Walnut Ave","048.-10-14.0","10/28/2016",2016,0,25,NA,NA,NA,NA
1758,"PC-0581-12","Sidewalk Replace","Regional Facilities Management","1116 Genesee St E To Walnut Av","048.-11-05.0","11/14/2012",2012,0,0,NA,NA,NA,NA
1759,"PC-0775-16","Sidewalk Replace","Custom Concrete Contractors","514 Walnut Ave","048.-11-09.0","09/14/2016",2016,0,25,NA,NA,NA,NA
1760,"PC-0536-16","Sidewalk Replace","George Lostumbo Concrete Co","1000 Genesee St E & Crouse Ave","048.-12-01.0","07/20/2016",2016,0,25,NA,NA,NA,NA
1761,"19199","Site Work","Orange Grove LLC","404 University Ave","048.-12-04.0","07/17/2015",2015,105000,1719,NA,NA,NA,NA
1762,"24623","Sign","Orange Grove LLC","404 University Ave","048.-12-04.0","07/14/2016",2016,1200,95,NA,NA,NA,NA
1763,"PC-0728-15","Liability Waiver","Hueber-Breuer Construction Co., Inc.","404 University Ave","048.-12-04.0","11/02/2015",2015,0,50,NA,NA,NA,NA
1764,"PC-0731-15","Road Cut","National Grid","404 University Ave","048.-12-04.0","12/03/2015",2015,0,0,NA,NA,NA,NA
1765,"SD-12-28","Encroachment (Converted)","CHURCH - GRACE EPISCOPAL - 
RECTOR WARDEN","412 UNIVERSITY AVE","048.-12-06.0 
(Zoning)","",NA,0,0,NA,NA,NA,NA
1766,"10425","Site Work","Church-Grace Episcopal","412 University Ave & Madison St","048.-12-07.1","07/24/2013",2013,88000,1451.25,NA,NA,NA,NA
1767,"12408","Sign","Syracuse Unversity","VPA East Genesee St 914-22 Genesee St E","048.-13-02.1","08/30/2013",2013,902,80,NA,NA,NA,NA
1768,"PC-0434-12","Sidewalk Replace","Ballard Construction","Phoebe's Parking Lot 406-08 Crouse Ave S","048.-13-06.0","08/03/2012",2012,0,0,NA,NA,NA,NA
1769,"18426","Site Work","Davis Wallbridge, Inc.","Phoebe's Parking Lot 425 Irving Ave","048.-13-10.1","12/24/2015",2015,175000,2781.5,NA,NA,NA,NA
1770,"12409","Sign","Syracuse University","Syracuse Stage 820-24 Genesee St E & Irving 
Ave","048.-14-03.1","08/30/2013",2013,5900,155,NA,NA,NA,NA
1771,"PC-0314-12","Curb Cut","Syracuse University","Syracuse Stage 820-24 Genesee St E & Irving 
Ave","048.-14-03.1","08/20/2012",2012,0,0,NA,NA,NA,NA
1772,"PC-0315-12","Road Cut","Lee Construction Inc","Syracuse Stage 820-24 Genesee St E & Irving 
Ave","048.-14-03.1","08/28/2012",2012,0,0,NA,NA,NA,NA
1773,"PC-0270-15","Public Assembly","Syracuse Teachers Association","725 Harrison St & Madison St","048.-17-02.1","06/03/2015",2015,0,0,NA,NA,NA,NA
1774,"PC-0785-15","Liability Waiver","Raulli & Sons Inc","505 Irving Ave","048.-18-01.1","01/09/2016",2016,0,50,NA,NA,NA,NA
1775,"SD-12-29","Encroachment (Converted)","SOCIETY OF CONCORD","908-14 MADISON ST","048.-20-01.0 
(Zoning)","",NA,0,0,NA,NA,NA,NA
1776,"PC-0564-12","Sidewalk Replace","Michael McConnell Concrete","608 Walnut Ave","048.-20-03.0","10/23/2012",2012,0,0,NA,NA,NA,NA
1777,"24075","Site Work","Campus Hill Apts % Glen Brown","1011-17 Harrison St To Walnut Ave","048.-20-05.0","07/21/2016",2016,24000,450,NA,NA,NA,NA
1778,"15751","Site Work","Syracuse University","Washington Arms Parking 214 Comstock Ave 
& Harrison S","048.-21-10.0","07/23/2014",2014,60000,1010,NA,NA,NA,NA
1779,"PC-0323-14","Road Cut","Davis Wallbridge","Washington Arms Parking 214 Comstock Ave 
& Harrison S","048.-21-10.0","08/17/2014",2014,0,0,NA,NA,NA,NA
1780,"PC-0251-13","Liability Waiver","G M Crisalli & Assoc Inc","Washington Arms 619 Walnut Ave & Harrison 
St","048.-21-12.0","05/30/2013",2013,0,0,NA,NA,NA,NA
1781,"PC-0203-14","Sidewalk Replace","SUNY Upstate Medical University","701-809 Adams St E & Almond St &","049.-01-02.0","06/03/2014",2014,0,0,NA,NA,NA,NA
1782,"PC-0545-14","Curb Cut","Skyler Commons LLC","601-15 Crouse Ave S & Harrison S","049.-03-17.1","05/06/2015",2015,0,0,NA,NA,NA,NA
1783,"PC-0546-14","Road Cut","Skyler Commons LLC","601-15 Crouse Ave S & Harrison S","049.-03-17.1","05/06/2015",2015,0,9445.16,NA,NA,NA,NA
1784,"PC-0564-15","Road Cut","National Grid","601-15 Crouse Ave S & Harrison S","049.-03-17.1","09/04/2015",2015,0,0,NA,NA,NA,NA
1785,"12135","Site Work","Murnane Building Contractors","University Ave Garage 1101 Adams St E & 
University","049.-04-02.2","12/17/2013",2013,2e+06,21585.25,NA,NA,NA,NA
1786,"PC-0157-14","Road Cut","Robert H Law Inc.","University Ave Garage 1101 Adams St E & 
University","049.-04-02.2","05/23/2014",2014,0,0,NA,NA,NA,NA
1787,"25027","Sign","Allied Decor & Allied Sign Co","336 Comstock Ave & Adams St E","049.-05-04.0","09/14/2016",2016,1500,95,NA,NA,NA,NA
1788,"PC-0260-14","Liability Waiver","Northland Associates Inc","703 Walnut Ave","049.-05-06.0","06/10/2014",2014,0,0,NA,NA,NA,NA
1789,"PC-0261-14","Liability Waiver","Northland Associates Inc","703 Walnut Ave","049.-05-06.0","06/10/2014",2014,0,0,NA,NA,NA,NA
1790,"PC-0262-14","Sidewalk Replace","Northland Associates Inc","703 Walnut Ave","049.-05-06.0","06/12/2014",2014,0,0,NA,NA,NA,NA
1791,"PC-0409-15","Sidewalk Replace","Ballard Construction","Walnut Hall 809 Walnut Ave & Marshall St","049.-06-04.0","07/16/2015",2015,0,25,NA,NA,NA,NA
1792,"07460","Sign","First Niagara Bank","1004-08 Adams St E To Crouse Ave","049.-08-01.0","07/18/2012",2012,23000,410,NA,NA,NA,NA
1793,"24431","Sign","Allied Decor & Allied Sign Co","1004-08 Adams St E To Crouse Ave","049.-08-01.0","09/15/2016",2016,10000,215,NA,NA,NA,NA
1794,"PC-0054-15","Sidewalk Cafe","J Michael Shoes","167-69 Marshall St","049.-08-05.0","04/01/2015",2015,0,50,NA,NA,NA,NA
1795,"PC-0067-14","Sidewalk Cafe","J Michael Shoes","167-69 Marshall St","049.-08-05.0","03/26/2014",2014,0,0,NA,NA,NA,NA
1796,"PC-0082-13","Liability Waiver","J Michael Shoes","167-69 Marshall St","049.-08-05.0","03/07/2013",2013,0,0,NA,NA,NA,NA
1797,"PC-0134-16","Sidewalk Cafe","J Michael Shoes","167-69 Marshall St","049.-08-05.0","04/01/2016",2016,0,100,NA,NA,NA,NA
1798,"PC-0271-15","Loading Zone (Business)","J Michael Shoes","167-69 Marshall St","049.-08-05.0","06/15/2015",2015,0,50,NA,NA,NA,NA
1799,"PC-0347-15","Loading Zone (Business)","Acropolis Pizza","167-69 Marshall St","049.-08-05.0","06/17/2015",2015,0,25,NA,NA,NA,NA
1800,"PC-0719-16","Sidewalk Cafe","Royal Indian Grill","167-69 Marshall St","049.-08-05.0","09/06/2016",2016,0,50,NA,NA,NA,NA
1801,"PC-0797-16","Loading Zone (Business)","Acropolis Pizza","167-69 Marshall St","049.-08-05.0","09/19/2016",2016,0,25,NA,NA,NA,NA
1802,"PC-0966-14","Loading Zone (Business)","John Vavalo","167-69 Marshall St","049.-08-05.0","05/31/2014",2014,0,0,NA,NA,NA,NA
1803,"PC-0999-14","Loading Zone (Business)","Acropolis Pizza","167-69 Marshall St","049.-08-05.0","12/03/2014",2014,0,0,NA,NA,NA,NA
1804,"PC-0075-14","Sidewalk Cafe","Bleu Monkey Cafe","159-63 Marshall St","049.-08-06.0","04/01/2014",2014,0,0,NA,NA,NA,NA
1805,"PC-0080-13","Sidewalk Cafe","Bleu Monkey Cafe","159-63 Marshall St","049.-08-06.0","04/01/2013",2013,0,0,NA,NA,NA,NA
1806,"PC-0080-15","Loading Zone (Business)","Bleu Monkey Cafe","159-63 Marshall St","049.-08-06.0","03/24/2015",2015,0,50,NA,NA,NA,NA
1807,"PC-0083-15","Sidewalk Cafe","Bleu Monkey Cafe","159-63 Marshall St","049.-08-06.0","04/01/2015",2015,0,50,NA,NA,NA,NA
1808,"PC-0176-16","Loading Zone (Business)","Bleu Monkey Cafe","159-63 Marshall St","049.-08-06.0","03/31/2016",2016,0,50,NA,NA,NA,NA
1809,"PC-0180-16","Sidewalk Cafe","Bleu Monkey Cafe","159-63 Marshall St","049.-08-06.0","04/05/2016",2016,0,50,NA,NA,NA,NA
1810,"PC-0304-12","Sidewalk Cafe","Bleu Monkey Cafe","159-63 Marshall St","049.-08-06.0","06/04/2012",2012,0,0,NA,NA,NA,NA
1811,"PC-0762-16","Loading Zone (Business)","Avoca Mexican Grill","159-63 Marshall St","049.-08-06.0","09/08/2016",2016,0,50,NA,NA,NA,NA
1812,"16135","Sign","Marshall Redfield LLC","153 Marshall St","049.-08-07.0","09/05/2014",2014,600,80,NA,NA,NA,NA
1813,"20488","Sign","Marshall Redfield LLC","153 Marshall St","049.-08-07.0","08/26/2015",2015,800,80,NA,NA,NA,NA
1814,"24931","Sign","Marshall Redfield LLC","153 Marshall St","049.-08-07.0","08/24/2016",2016,1000,80,NA,NA,NA,NA
1815,"PC-0046-15","Loading Zone (Business)","Mikel Sales, Inc.","153 Marshall St","049.-08-07.0","02/24/2015",2015,0,25,NA,NA,NA,NA
1816,"PC-0050-15","Loading Zone (Business)","Manny's","153 Marshall St","049.-08-07.0","02/26/2015",2015,0,50,NA,NA,NA,NA
1817,"PC-0055-15","Sidewalk Cafe","Yogurtland","153 Marshall St","049.-08-07.0","04/01/2015",2015,0,50,NA,NA,NA,NA
1818,"PC-0063-13","Sidewalk Cafe","Yogurtland","153 Marshall St","049.-08-07.0","04/01/2013",2013,0,0,NA,NA,NA,NA
1819,"PC-0099-14","Sidewalk Cafe","Yogurtland","153 Marshall St","049.-08-07.0","04/10/2014",2014,0,0,NA,NA,NA,NA
1820,"PC-0148-13","Liability Waiver","Michael J. Rubenstein, Inc..dba  Manny's","153 Marshall St","049.-08-07.0","04/30/2013",2013,0,0,NA,NA,NA,NA
1821,"PC-0164-12","Liability Waiver","Manny's","153 Marshall St","049.-08-07.0","05/07/2012",2012,0,0,NA,NA,NA,NA
1822,"PC-0218-15","Loading Zone (Business)","Mikel Sales, Inc.","153 Marshall St","049.-08-07.0","05/05/2015",2015,0,25,NA,NA,NA,NA
1823,"PC-0233-15","Loading Zone (Business)","TO Wireless Inc","153 Marshall St","049.-08-07.0","05/11/2015",2015,0,25,NA,NA,NA,NA
1824,"PC-0379-12","Liability Waiver","Hanlin Rainaldi","153 Marshall St","049.-08-07.0","07/11/2012",2012,0,0,NA,NA,NA,NA
1825,"PC-0426-12","Liability Waiver","Hanlin Rainaldi Construction","153 Marshall St","049.-08-07.0","07/30/2012",2012,0,0,NA,NA,NA,NA
1826,"PC-0437-12","Liability Waiver","Hanlin Rainaldi Construction","153 Marshall St","049.-08-07.0","08/01/2012",2012,0,0,NA,NA,NA,NA
1827,"PC-0464-12","Sidewalk Cafe","Yogurtland","153 Marshall St","049.-08-07.0","08/31/2012",2012,0,0,NA,NA,NA,NA
1828,"PC-0571-13","Liability Waiver","Omnicom Group Inc.","153 Marshall St","049.-08-07.0","10/31/2013",2013,0,0,NA,NA,NA,NA
1829,"PC-0963-14","Loading Zone (Business)","Michael J. Rubenstein, Inc..dba  Manny's","153 Marshall St","049.-08-07.0","02/27/2014",2014,0,0,NA,NA,NA,NA
1830,"09668","Sign","The Pandelly Family Trust","137 Marshall St","049.-08-08.0","01/04/2013",2013,1000,80,NA,NA,NA,NA
1831,"PC-0065-13","Sidewalk Cafe","Chipotle Mexican Grill","129-31 Marshall St","049.-08-09.0","04/01/2013",2013,0,0,NA,NA,NA,NA
1832,"PC-0068-15","Sidewalk Cafe","Chipotle Mexican Grill","129-31 Marshall St","049.-08-09.0","04/01/2015",2015,0,50,NA,NA,NA,NA
1833,"PC-0110-14","Sidewalk Cafe","Chipotle Mexican Grill","129-31 Marshall St","049.-08-09.0","04/24/2014",2014,0,0,NA,NA,NA,NA
1834,"PC-0260-12","Sidewalk Cafe","Chipotle Mexican Grill","129-31 Marshall St","049.-08-09.0","05/30/2012",2012,0,0,NA,NA,NA,NA
1835,"PC-0264-16","Sidewalk Cafe","Chipotle Mexican Grill","129-31 Marshall St","049.-08-09.0","10/27/2016",2016,0,0,NA,NA,NA,NA
1836,"21595","Sign","David & Sandra Jacobs","123 Marshall St","049.-08-10.0","11/10/2015",2015,1296,95,NA,NA,NA,NA
1837,"PC-0117-15","Loading Zone (Business)","Shirt World","123 Marshall St","049.-08-10.0","04/15/2015",2015,0,25,NA,NA,NA,NA
1838,"PC-0219-15","Loading Zone (Business)","Shirt World","123 Marshall St","049.-08-10.0","05/06/2015",2015,0,25,NA,NA,NA,NA
1839,"PC-0548-15","Liability Waiver","R & S Impressions","123 Marshall St","049.-08-10.0","08/26/2015",2015,0,50,NA,NA,NA,NA
1840,"PC-0707-15","Liability Waiver","David & Sandra Jacobs","123 Marshall St","049.-08-10.0","10/26/2015",2015,0,50,NA,NA,NA,NA
1841,"PC-0903-14","Loading Zone (Business)","David & Sandra Jacobs","123 Marshall St","049.-08-10.0","11/22/2014",2014,0,0,NA,NA,NA,NA
1842,"PC-0096-14","Sidewalk Cafe","Bali Crepe USA LTD","113 Marshall St","049.-08-11.0","04/08/2014",2014,0,0,NA,NA,NA,NA
1843,"PC-0159-15","Loading Zone (Business)","Pita Pit","113 Marshall St","049.-08-11.0","04/24/2015",2015,0,25,NA,NA,NA,NA
1844,"PC-0713-16","Liability Waiver","Global Paints","113 Marshall St","049.-08-11.0","08/26/2016",2016,0,0,NA,NA,NA,NA
1845,"PC-0982-14","Loading Zone (Business)","Bali Crepe USA LTD","113 Marshall St","049.-08-11.0","03/19/2015",2015,0,0,NA,NA,NA,NA
1846,"09646","Sign","Guy Easter","737 Crouse Ave S & Marshall S","049.-08-12.0","12/24/2012",2012,13800,275,NA,NA,NA,NA
1847,"15695","Sign","Guy Easter","737 Crouse Ave S & Marshall S","049.-08-12.0","06/19/2014",2014,15000,290,NA,NA,NA,NA
1848,"PC-0666-16","Sidewalk Cafe","Komachi","727-29 Crouse Ave S","049.-08-14.0","08/31/2016",2016,0,50,NA,NA,NA,NA
1849,"PC-0110-13","Sidewalk Cafe","Surf City Enterprises of Syracuse dba 
Lucy's Retired Surfers Bar","721-23 Crouse Ave S","049.-08-15.0","04/09/2013",2013,0,0,NA,NA,NA,NA
1850,"PC-0162-16","Sidewalk Cafe","Orange Crate Brewing Company","721-23 Crouse Ave S","049.-08-15.0","04/01/2016",2016,0,50,NA,NA,NA,NA
1851,"PC-0227-13","Liability Waiver","Excelsior Window Cleaners","710-30 Crouse Ave S","049.-09-02.0","05/18/2013",2013,0,0,NA,NA,NA,NA
1852,"PC-0074-13","Sidewalk Cafe","Crouse West Holding dba Faegan's Pub","732-40 Crouse Ave S","049.-09-03.0","04/08/2013",2013,0,0,NA,NA,NA,NA
1853,"PC-0081-15","Sidewalk Cafe","Crouse West Holding dba Faegan's Pub","732-40 Crouse Ave S","049.-09-03.0","04/07/2015",2015,0,100,NA,NA,NA,NA
1854,"PC-0094-14","Sidewalk Cafe","Crouse West Holding dba Faegan's Pub","732-40 Crouse Ave S","049.-09-03.0","04/10/2014",2014,0,0,NA,NA,NA,NA
1855,"PC-0160-16","Sidewalk Cafe","Crouse West Holding dba Faegan's Pub","732-40 Crouse Ave S","049.-09-03.0","04/01/2016",2016,0,50,NA,NA,NA,NA
1856,"PC-0073-13","Sidewalk Cafe","Varsity","802 Crouse Ave S","049.-09-06.0","04/01/2013",2013,0,0,NA,NA,NA,NA
1857,"PC-0075-15","Sidewalk Cafe","Varsity","802 Crouse Ave S","049.-09-06.0","04/01/2015",2015,0,50,NA,NA,NA,NA
1858,"PC-0093-14","Sidewalk Cafe","Varsity","802 Crouse Ave S","049.-09-06.0","04/10/2014",2014,0,0,NA,NA,NA,NA
1859,"PC-0159-16","Sidewalk Cafe","Varsity","802 Crouse Ave S","049.-09-06.0","04/01/2016",2016,0,50,NA,NA,NA,NA
1860,"PC-0427-13","Liability Waiver","Tri-State Window Cleaning","739 Irving Ave","049.-09-08.2","08/24/2013",2013,0,0,NA,NA,NA,NA
1861,"PC-0570-14","Liability Waiver","Tri-State Window Cleaning","739 Irving Ave","049.-09-08.2","10/17/2014",2014,0,0,NA,NA,NA,NA
1862,"PC-0655-16","Liability Waiver","Tri-State Window Cleaning","739 Irving Ave","049.-09-08.2","08/13/2016",2016,0,50,NA,NA,NA,NA
1863,"PC-0773-15","Liability Waiver","TriState Facade Services","739 Irving Ave","049.-09-08.2","12/12/2015",2015,0,50,NA,NA,NA,NA
1864,"07905","Site Work","Syracuse University","Huntington Hall 804 University Ave","049.-10-01.0","08/27/2012",2012,166000,1725,NA,NA,NA,NA
1865,"PC-0913-14","Loading Zone (Business)","Pita Pit","801-41 Crouse Ave S & Marshall S","049.-10-01.0","08/06/2014",2014,0,0,NA,NA,NA,NA
1866,"PC-0612-15","Public Assembly","Haley Tole","300 Walnut Pl & Marshall St","049.-11-01.0","09/17/2015",2015,0,0,NA,NA,NA,NA
1867,"PC-0783-16","Public Assembly","Alpha Phi","308 Walnut Pl","049.-11-04.0","10/12/2016",2016,0,0,NA,NA,NA,NA
1868,"PC-0600-13","Liability Waiver","PODS Enterprises","302-08 Marshall St","049.-12-03.0","12/14/2013",2013,0,0,NA,NA,NA,NA
1869,"PC-0395-12","Liability Waiver","Raymond E. Kelley Inc.","Marion and Kimmel Hall 305 Waverly Ave & 
Walnut Ave","049.-12-04.0","07/19/2012",2012,0,0,NA,NA,NA,NA
1870,"15534","Site Work","Syracuse University","Crouse-Hinds 107-11 University Pl & Crouse 
Av","049.-15-01.0","08/07/2014",2014,101000,1656,NA,NA,NA,NA
1871,"PC-0295-14","Road Cut","Environmental Paving Solutions LLC","Crouse-Hinds 107-11 University Pl & Crouse 
Av","049.-15-01.0","07/14/2014",2014,0,0,NA,NA,NA,NA
1872,"PC-0756-15","Parking Meter Rental","SUNY Upstate Medical University","761-87 Irving Ave & University P","049.-15-02.0","01/06/2016",2016,0,2227.5,NA,NA,NA,NA
1873,"PC-0757-15","Parking Meter Rental","SUNY Upstate Medical University","761-87 Irving Ave & University P","049.-15-02.0","01/06/2016",2016,0,540,NA,NA,NA,NA
1874,"PC-0760-16","Liability Waiver","Excelsior Window Cleaners","761-87 Irving Ave & University P","049.-15-02.0","09/17/2016",2016,0,50,NA,NA,NA,NA
1875,"PC-0021-15","Road Cut","National Grid","700-86 Adams St E to Irving Ave","049.-16-01.11","04/06/2015",2015,0,0,NA,NA,NA,NA
1876,"15950","Site Work","Hayner Hoyt","722-48 Irving Ave","049.-16-07.1","08/13/2014",2014,401000,6305,NA,NA,NA,NA
1877,"PC-0187-14","Liability Waiver","Excelsior Window Cleaners","722-48 Irving Ave","049.-16-07.1","05/16/2014",2014,0,0,NA,NA,NA,NA
1878,"PC-0324-12","Liability Waiver","Excelsior Window Cleaners","722-48 Irving Ave","049.-16-07.1","06/09/2012",2012,0,0,NA,NA,NA,NA
1879,"PC-0477-14","Sidewalk Replace","Pioneer Management","722-48 Irving Ave","049.-16-07.1","09/08/2014",2014,0,0,NA,NA,NA,NA
1880,"PC-0366-13","Liability Waiver","Excelsior Window Cleaners","800 Irving Ave & Vanburen St","049.-16-08.0","07/19/2013",2013,0,0,NA,NA,NA,NA
1881,"24350","Site Work","Northland Associates Inc","Brewster Boland Brockway 401 Van Buren St","049.-16-09.0","07/18/2016",2016,186000,2994.75,NA,NA,NA,NA
1882,"09582","Sign","Syracuse University","Henry Parking Lot 605-11 Raynor Ave E & 
Henry St &","050.-01-01.0","01/08/2013",2013,10000,215,NA,NA,NA,NA
1883,"09681","Sign","Syracuse University","Henry Parking Lot 605-11 Raynor Ave E & 
Henry St &","050.-01-01.0","01/09/2013",2013,3000,130,NA,NA,NA,NA
1884,"12957","Site Work","Syracuse University","Woodframe Rental 100 Stadium Pl & Van 
Buren St","050.-02-01.0","08/11/2014",2014,99000,1624.5,NA,NA,NA,NA
1885,"12956","Site Work","Syracuse University","101 Henry St & Van Buren St","050.-02-08.0","08/11/2014",2014,99000,1624.5,NA,NA,NA,NA
1886,"04705","Site Work","Syracuse University","Dineen Hall 950 Irving Ave","050.-03-02.1","04/19/2012",2012,7400000,60135.25,NA,NA,NA,NA
1887,"PC-0459-14","Block Party (Business)","Syracuse University","Dineen Hall 950 Irving Ave","050.-03-02.1","09/12/2014",2014,0,0,NA,NA,NA,NA
1888,"15197","Site Work","Syracuse University","100 University Pl & College P","050.-04-01.1","06/20/2014",2014,1802455,19940,NA,NA,NA,NA
1889,"19080","Site Work","Syracuse University","Holden Observatory 140 Crouse Dr","050.-04-01.1","06/23/2015",2015,301000,4727.75,NA,NA,NA,NA
1890,"23593","Sign","Innovative Signage Systems Inc","Falk College 100 University Pl","050.-04-01.1/2","04/20/2016",2016,3200,125,NA,NA,NA,NA
1891,"19140","Site Work","Northland Associates Inc","100 University Pl & College P","050.-04-01.2","06/03/2015",2015,503000,7972.5,NA,NA,NA,NA
1892,"23487","Site Work","LeChase Construction Services LLC.","100 University Pl & College P","050.-04-01.2","05/27/2016",2016,4001000,38073.5,NA,NA,NA,NA
1893,"15330","Site Work","Syracuse University / Dome","Carrier Dome 905-25 Irving Ave","050.-04-08.0","05/28/2014",2014,4280000,6485,NA,NA,NA,NA
1894,"PC-0326-13","Road Cut","JK Tobin Construction Co Inc","Life Science Center 123 College Pl To 
Comstock Av","050.-05-09.1","08/05/2013",2013,0,0,NA,NA,NA,NA
1895,"PC-0365-13","Curb Cut","Syracuse University","Life Science Center 123 College Pl To 
Comstock Av","050.-05-09.1","06/19/2014",2014,0,0,NA,NA,NA,NA
1896,"18427","Site Work","Syracuse University","Fine Parking Lot 101-15 Standart St & Henry 
St &","050.-07-01.0","05/14/2015",2015,275000,4396.5,NA,NA,NA,NA
1897,"12000","Site Work","Abby Lane Housing Corp","142 Oakland St","050.-09-12.1","04/01/2014",2014,4e+05,3385.25,NA,NA,NA,NA
1898,"PC-0147-14","Road Cut","Hueber-Breuer","142 Oakland St","050.-09-12.1","06/23/2014",2014,0,0,NA,NA,NA,NA
1899,"07066","Site Work","Syracuse University","1315 Colvin St E & Comstock Av","051.-02-12.2","06/17/2014",2014,355904,5672.25,NA,NA,NA,NA
1900,"19756","Sign","Syracuse University","1315 Colvin St E & Comstock Av","051.-02-12.2","07/08/2015",2015,20000,365,NA,NA,NA,NA
1901,"24919","Site Work","Ballard Construction","1315 Colvin St E & Comstock Av","051.-02-12.2","08/18/2016",2016,5e+05,7940.25,NA,NA,NA,NA
1902,"PC-0085-14","Liability Waiver","PODS Enterprises","318 Euclid Ave","052.-02-02.0","05/12/2014",2014,0,0,NA,NA,NA,NA
